accommodates,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
4,1.0,1.0,1.0,$110.00,$50.00,,1,14,15
4,0.0,1.0,1.0,$92.00,$10.00,,1,1125,10
2,1.0,1.0,1.0,$75.00,$15.00,,1,5,9
2,1.0,1.0,1.0,$50.00,,,1,1125,35
4,1.0,1.0,2.0,$125.00,,,1,1125,1
3,1.0,1.0,1.0,$300.00,,,1,3,0
1,1.0,1.0,1.0,$45.00,,,1,1125,0
4,1.0,1.0,1.0,$110.00,$30.00,$500.00,1,1125,5
4,2.0,1.0,2.0,$158.00,$30.00,,1,1125,1
2,1.0,1.0,1.0,$130.00,,,1,1125,3
5,2.0,2.0,4.0,$150.00,$70.00,$250.00,4,1125,0
1,1.0,1.0,1.0,$120.00,,,1,25,0
4,1.0,1.0,2.0,$85.00,$100.00,$500.00,2,1125,4
4,1.0,2.0,2.0,$105.00,,,2,1125,34
7,3.0,2.5,5.0,$300.00,$120.00,$300.00,3,1125,3
2,1.0,1.0,1.0,$103.00,$100.00,$300.00,14,1125,24
7,3.0,2.5,3.0,$235.00,$195.00,$500.00,3,1125,15
2,0.0,1.0,1.0,$85.00,$50.00,$300.00,4,365,7
1,1.0,1.0,1.0,$50.00,,,1,1125,5
2,1.0,1.0,1.0,$100.00,,,1,1125,0
2,1.0,1.0,1.0,$92.00,,,3,21,84
2,2.0,1.0,2.0,$85.00,$40.00,$450.00,1,1125,7
2,1.0,1.0,1.0,$30.00,$15.00,$100.00,1,1125,2
2,1.0,1.5,2.0,$90.00,$10.00,,2,14,61
1,1.0,1.0,1.0,$49.00,,,1,1125,0
2,0.0,1.0,1.0,$250.00,$150.00,$200.00,4,1125,1
8,3.0,2.5,4.0,$225.00,$100.00,$150.00,3,90,0
3,1.0,1.5,2.0,$128.00,$50.00,,1,365,8
2,1.0,,1.0,$84.00,,,1,90,68
1,1.0,1.0,1.0,$49.00,,,1,1125,0
5,1.0,1.0,3.0,$99.00,$60.00,$500.00,2,1125,10
2,1.0,1.0,1.0,$84.00,$20.00,,1,1125,34
2,1.0,1.0,1.0,$86.00,$40.00,,1,1125,10
2,1.0,1.0,1.0,$130.00,$50.00,,3,1125,0
1,1.0,1.0,1.0,$135.00,,,3,31,16
3,1.0,1.0,1.0,$95.00,$40.00,$100.00,2,1125,16
3,1.0,1.0,1.0,$119.00,$75.00,,1,1125,21
2,1.0,1.5,1.0,$80.00,$25.00,,1,7,0
2,1.0,1.0,1.0,$140.00,,,1,1125,8
2,1.0,1.0,1.0,$84.00,,,1,29,3
1,1.0,1.0,1.0,$50.00,,,1,1125,0
4,2.0,3.0,2.0,$230.00,$125.00,$300.00,4,1125,20
9,3.0,2.0,5.0,$215.00,$105.00,$200.00,1,1125,26
2,1.0,1.0,1.0,$77.00,,,1,1125,5
2,1.0,0.5,1.0,$60.00,,,1,7,109
3,1.0,1.0,1.0,$65.00,$25.00,$200.00,3,365,0
8,3.0,2.0,5.0,$150.00,$50.00,$100.00,1,1125,0
2,1.0,1.0,1.0,$64.00,$15.00,,2,1125,4
2,1.0,2.5,1.0,$125.00,$50.00,$300.00,7,45,1
2,1.0,1.5,1.0,$60.00,,,1,1125,1
15,5.0,3.0,9.0,$330.00,$150.00,$200.00,1,1125,6
3,0.0,1.0,2.0,$65.00,$60.00,$100.00,2,1125,4
6,2.0,1.0,4.0,$112.00,$60.00,$100.00,2,90,3
3,1.0,1.0,2.0,$75.00,$50.00,,2,180,2
2,1.0,1.0,2.0,$90.00,,,1,730,58
6,3.0,1.0,3.0,$180.00,$60.00,"$1,000.00",1,1125,16
2,1.0,1.0,1.0,$65.00,$25.00,,1,1125,3
1,1.0,2.0,1.0,$55.00,,,3,180,22
2,1.0,1.0,1.0,$75.00,$10.00,,1,1125,0
2,1.0,1.0,1.0,$75.00,$15.00,,1,1125,7
2,1.0,1.0,1.0,$68.00,,,2,14,29
2,1.0,1.0,1.0,$65.00,$50.00,$100.00,1,30,2
16,1.0,0.5,16.0,$10.00,$5.00,,1,2,0
1,1.0,1.0,1.0,$70.00,,,4,240,3
2,0.0,1.0,1.0,$80.00,,,1,1125,4
4,1.0,1.0,2.0,$70.00,,,1,1125,1
2,1.0,1.0,1.0,$65.00,,,2,1125,28
3,1.0,1.0,2.0,$76.00,$25.00,,3,14,38
2,1.0,1.0,1.0,$89.00,,$100.00,2,1125,0
2,1.0,1.0,1.0,$45.00,$50.00,$100.00,2,1125,1
4,2.0,1.0,2.0,$135.00,,,1,5,3
1,1.0,1.0,1.0,$55.00,,,3,1125,14
2,1.0,1.0,1.0,$65.00,$30.00,$200.00,1,1125,0
5,0.0,1.0,1.0,$100.00,,$95.00,3,1125,0
2,0.0,1.0,1.0,$95.00,$60.00,,5,1125,0
1,1.0,1.0,1.0,$65.00,,,1,1125,7
3,1.0,1.0,2.0,$82.00,,,1,1125,0
2,1.0,1.0,1.0,$80.00,,,1,30,4
2,1.0,1.0,1.0,$84.00,,$250.00,2,240,10
3,1.0,3.5,1.0,$71.00,$25.00,,2,1125,58
8,2.0,1.0,4.0,$155.00,$75.00,$100.00,2,1125,34
2,,1.0,,$65.00,,,1,1125,3
2,1.0,1.0,1.0,$60.00,,$150.00,3,14,62
2,1.0,2.5,1.0,$55.00,$5.00,,1,1125,36
1,1.0,1.0,1.0,$45.00,,,4,1125,0
6,3.0,1.0,3.0,$215.00,,$200.00,2,30,41
3,1.0,1.0,1.0,$89.00,$125.00,$150.00,1,1125,0
4,1.0,1.0,2.0,$120.00,$50.00,$250.00,2,1825,2
2,1.0,1.0,1.0,$37.00,$25.00,$95.00,2,1125,7
2,1.0,1.0,1.0,$95.00,,,1,1125,0
1,1.0,1.0,1.0,$45.00,,,4,1125,2
4,1.0,1.0,1.0,$45.00,$15.00,$150.00,2,365,3
2,1.0,1.0,1.0,$70.00,$20.00,,1,32,36
1,1.0,1.0,1.0,$65.00,,,1,1125,6
15,3.0,2.0,10.0,$180.00,$100.00,,1,1125,26
2,1.0,1.0,1.0,$79.00,$5.00,,1,90,20
1,1.0,0.0,1.0,$65.00,,,1,1125,1
2,1.0,1.0,1.0,$45.00,$25.00,,1,7,1
5,2.0,1.5,3.0,$70.00,$55.00,$100.00,2,1125,3
3,1.0,1.0,1.0,$100.00,,,2,1125,4
2,1.0,1.0,1.0,$120.00,$50.00,$500.00,1,1125,0
1,1.0,1.0,1.0,$45.00,,,1,30,59
1,1.0,1.0,1.0,$95.00,,,1,1125,0
1,1.0,1.0,1.0,$125.00,,,2,1125,0
5,3.0,1.5,3.0,$110.00,,,1,14,61
2,1.0,1.0,1.0,$65.00,$25.00,$100.00,3,1000,21
1,1.0,1.0,1.0,$45.00,$50.00,$250.00,1,1125,0
1,1.0,1.0,1.0,$75.00,,,2,14,0
1,1.0,1.0,1.0,$50.00,,,5,1125,0
6,3.0,1.5,3.0,$260.00,$120.00,$500.00,5,1125,12
6,2.0,1.5,2.0,"$1,500.00",,,1,5,0
2,1.0,1.0,1.0,$200.00,,,2,1125,0
8,3.0,2.0,4.0,$250.00,,$100.00,1,1125,0
2,1.0,1.0,1.0,$30.00,$25.00,,2,1125,4
4,2.0,1.0,2.0,$150.00,$50.00,$100.00,1,7,0
4,2.0,1.0,2.0,$95.00,$35.00,,1,1125,3
2,1.0,2.0,1.0,$200.00,,,1,1125,0
2,1.0,1.0,1.0,$60.00,,,1,1125,1
2,0.0,1.0,1.0,$175.00,,,2,7,0
12,1.0,,1.0,$99.00,$50.00,$200.00,1,365,1
4,1.0,1.0,2.0,$90.00,,,1,1125,52
2,1.0,1.5,1.0,$65.00,$25.00,,2,1125,1
12,1.0,,1.0,$99.00,$50.00,$200.00,1,365,0
12,1.0,,1.0,$99.00,$50.00,$200.00,1,1825,0
2,1.0,1.5,1.0,$70.00,$5.00,,1,1125,11
2,1.0,1.5,1.0,$60.00,$25.00,,2,1125,8
2,1.0,1.0,1.0,$100.00,,,1,1125,0
4,1.0,2.0,3.0,$99.00,$20.00,$100.00,2,365,18
2,1.0,1.5,1.0,$60.00,,,1,1125,12
12,1.0,1.0,8.0,$99.00,$50.00,$200.00,1,1825,1
7,3.0,2.5,4.0,$160.00,$75.00,$150.00,2,25,1
2,1.0,1.5,1.0,$60.00,,,1,1125,17
2,1.0,1.5,1.0,$55.00,,,1,1125,8
2,1.0,1.5,1.0,$65.00,,,3,1125,1
2,1.0,1.0,1.0,$75.00,,,1,1125,2
2,1.0,1.0,1.0,$35.00,,,1,1125,24
2,1.0,1.0,1.0,$47.00,,,1,1125,12
2,0.0,1.0,1.0,$115.00,,,1,1125,0
8,5.0,3.5,4.0,$150.00,,,1,1125,0
2,1.0,1.0,2.0,$97.00,,,1,1125,18
6,2.0,1.0,3.0,$119.00,$90.00,,3,1125,10
2,1.0,1.0,1.0,$68.00,$5.00,$100.00,2,1125,18
2,0.0,1.0,1.0,$80.00,,,1,1125,1
2,1.0,1.0,1.0,$95.00,,,1,1125,12
3,0.0,1.0,1.0,$125.00,$25.00,,1,1125,0
2,1.0,1.0,1.0,$125.00,$100.00,,3,90,2
1,1.0,1.0,1.0,$55.00,$15.00,$100.00,1,1125,7
2,1.0,1.0,1.0,$200.00,,,1,1125,0
6,1.0,1.0,3.0,$160.00,,,1,1125,38
6,1.0,1.5,2.0,$135.00,$110.00,$195.00,1,180,24
5,2.0,1.0,2.0,$145.00,,$200.00,3,7,4
2,1.0,1.0,1.0,$59.00,$60.00,$250.00,7,1125,5
2,1.0,1.0,1.0,$130.00,$60.00,,1,1125,2
4,1.0,1.0,2.0,$135.00,$20.00,,2,1125,19
2,1.0,1.0,1.0,$78.00,$25.00,$100.00,1,1125,2
2,1.0,1.0,1.0,$90.00,,,2,14,0
2,1.0,1.0,1.0,$58.00,$10.00,$100.00,2,1125,16
1,1.0,1.5,1.0,$76.00,$25.00,,1,1125,2
1,1.0,1.0,1.0,$42.00,,,3,1125,28
7,2.0,3.0,2.0,$333.00,,,4,7,0
2,1.0,1.5,1.0,$55.00,,,1,365,25
1,1.0,1.0,1.0,$50.00,$75.00,$200.00,7,1125,2
2,1.0,0.5,1.0,$58.00,$19.00,,1,1125,25
2,1.0,1.0,1.0,$51.00,,$95.00,3,1125,35
2,1.0,1.0,1.0,$68.00,,,1,1125,2
9,3.0,1.0,4.0,$199.00,$58.00,,2,1125,5
3,1.0,1.0,1.0,$75.00,,,2,90,25
4,1.0,1.0,2.0,$76.00,$23.00,,1,1125,26
4,1.0,1.0,2.0,$71.00,$17.00,,1,1125,46
3,1.0,1.0,2.0,$90.00,$40.00,,3,90,7
1,1.0,1.0,1.0,$60.00,$20.00,,2,1125,0
2,1.0,1.5,1.0,$75.00,,,2,90,19
1,1.0,1.5,1.0,$76.00,$25.00,,3,1125,1
1,1.0,1.0,1.0,$49.00,,,1,1125,0
2,1.0,1.0,1.0,$59.00,$14.00,,1,1125,19
1,1.0,2.0,1.0,$50.00,,,1,1125,24
2,1.0,1.0,1.0,$53.00,$19.00,,1,1125,8
2,1.0,2.0,1.0,$70.00,,,2,90,49
1,1.0,1.0,1.0,$41.00,$13.00,,1,1125,12
2,1.0,1.0,1.0,$65.00,$35.00,,3,21,10
1,1.0,1.0,1.0,$45.00,,$95.00,3,360,24
2,1.0,1.0,1.0,$56.00,$19.00,,1,1125,31
2,1.0,1.0,2.0,$65.00,,,1,365,60
2,1.0,2.0,1.0,$65.00,,,1,1125,57
2,1.0,1.0,1.0,$28.00,$50.00,,3,1125,1
4,2.0,1.0,2.0,"$1,000.00",,"$1,000.00",2,6,0
6,3.0,1.0,3.0,$129.00,$55.00,,2,1125,7
1,1.0,1.0,1.0,$49.00,,,1,1125,7
2,1.0,1.0,1.0,$100.00,,,1,1125,0
6,2.0,1.5,2.0,$76.00,$65.00,$95.00,5,180,31
1,1.0,1.5,1.0,$50.00,$5.00,,1,3,0
6,2.0,2.0,2.0,$175.00,,,1,30,16
3,1.0,2.0,2.0,$80.00,$50.00,$350.00,5,365,1
6,2.0,1.5,4.0,$117.00,$30.00,,1,1125,1
1,1.0,1.0,1.0,$40.00,,,3,1125,0
4,2.0,2.0,2.0,$52.00,$20.00,,2,1125,28
2,1.0,1.0,1.0,$75.00,$5.00,,1,1125,1
3,1.0,1.0,1.0,$100.00,$50.00,$300.00,5,365,3
3,1.0,1.0,2.0,$59.00,,,1,365,10
6,3.0,1.0,4.0,$209.00,$75.00,$150.00,1,15,1
2,1.0,1.0,1.0,$69.00,$25.00,$95.00,1,30,0
2,1.0,2.0,1.0,$60.00,$15.00,,1,1125,48
2,1.0,2.0,1.0,$54.00,$15.00,,2,1125,50
1,1.0,1.0,1.0,$20.00,,,2,14,1
2,1.0,1.0,1.0,$50.00,$15.00,,1,1125,58
8,3.0,1.0,5.0,$214.00,$75.00,$150.00,1,213,1
2,1.0,1.0,1.0,$69.00,$42.00,,1,1125,23
2,1.0,1.0,1.0,$399.00,,,2,2,0
2,1.0,1.5,1.0,$70.00,,,1,1125,22
2,1.0,2.0,1.0,$60.00,$15.00,,1,1125,36
2,1.0,2.0,1.0,$50.00,$15.00,,1,1125,0
2,1.0,2.0,1.0,$54.00,$15.00,,1,1125,61
4,1.0,1.0,1.0,$85.00,$50.00,$250.00,2,7,1
2,0.0,1.0,1.0,$65.00,$10.00,,5,1125,7
4,1.0,1.0,3.0,$75.00,$25.00,,1,1125,14
1,1.0,1.0,1.0,$45.00,$25.00,$95.00,1,1125,0
4,1.0,,,$275.00,,,1,1125,0
2,1.0,1.0,1.0,$55.00,$15.00,,2,1125,67
7,3.0,3.0,3.0,$215.00,$100.00,$500.00,3,1125,0
6,2.0,1.0,3.0,$80.00,$30.00,,3,90,125
1,1.0,1.0,1.0,$50.00,$75.00,$200.00,14,1125,0
2,1.0,1.0,1.0,$89.00,$25.00,$95.00,1,30,0
2,1.0,1.0,1.0,$105.00,$5.00,$250.00,1,1125,7
4,1.0,1.0,2.0,$105.00,$42.00,,1,1125,31
1,1.0,2.0,1.0,$20.00,,,1,14,13
2,1.0,1.0,1.0,$79.00,$75.00,$100.00,1,1125,0
2,1.0,1.0,2.0,$59.00,$25.00,$100.00,1,1125,0
6,3.0,2.0,4.0,$190.00,$150.00,$200.00,2,1125,2
4,1.0,1.0,1.0,$98.00,$30.00,$300.00,2,1125,1
2,1.0,1.0,1.0,$145.00,,$125.00,5,1125,96
2,1.0,1.5,1.0,$53.00,$19.00,$95.00,2,7,35
6,3.0,2.5,3.0,$275.00,$100.00,$500.00,4,21,5
2,1.0,1.0,1.0,$120.00,,,1,120,9
2,1.0,1.0,1.0,$90.00,,,1,1125,0
2,1.0,1.0,1.0,$100.00,$15.00,,1,1125,10
1,1.0,1.0,1.0,$90.00,,$95.00,1,2,22
4,1.0,1.0,2.0,$100.00,,,1,1125,2
2,1.0,1.0,1.0,$100.00,$15.00,$100.00,1,1125,121
4,1.0,1.0,3.0,$110.00,,$100.00,2,14,7
2,1.0,1.0,1.0,$125.00,,$275.00,2,14,22
6,2.0,1.0,2.0,$180.00,$100.00,"$2,000.00",3,1125,0
1,0.0,1.0,1.0,$83.00,,,1,1125,1
3,1.0,1.0,2.0,$137.00,$40.00,,3,1125,2
1,1.0,1.0,1.0,$100.00,$45.00,,2,60,21
4,1.0,1.0,2.0,$135.00,,,1,1125,23
8,3.0,2.5,5.0,$398.00,$258.00,$500.00,3,1125,1
4,1.0,1.0,2.0,$150.00,$75.00,$500.00,3,1125,12
2,0.0,1.0,1.0,$100.00,$50.00,$100.00,3,1125,2
4,2.0,1.0,2.0,$100.00,,,7,1125,0
6,3.0,2.5,3.0,$325.00,$150.00,$200.00,2,1125,21
2,1.0,1.5,1.0,$90.00,,,1,1125,0
6,3.0,1.5,5.0,$270.00,,$250.00,2,1125,13
6,2.0,1.5,2.0,$70.00,$45.00,,1,1125,7
6,3.0,2.5,3.0,$350.00,,,3,1125,0
7,3.0,1.5,5.0,$195.00,$90.00,$350.00,2,28,1
3,1.0,1.0,1.0,$105.00,$50.00,,2,1125,35
2,1.0,2.0,1.0,$99.00,$25.00,,2,300,47
4,1.0,1.0,2.0,$93.00,$50.00,,1,7,1
2,1.0,1.0,1.0,$130.00,$35.00,,1,1125,2
4,1.0,1.0,2.0,$135.00,$20.00,$150.00,1,1125,13
4,1.0,1.0,2.0,$130.00,,,2,1125,0
2,1.0,1.0,1.0,$100.00,,,1,1125,34
2,0.0,1.0,1.0,$135.00,$25.00,$200.00,2,100,65
6,1.0,1.0,2.0,$149.00,$90.00,$300.00,3,30,12
6,2.0,2.5,3.0,$190.00,$150.00,$200.00,3,1125,4
4,1.0,1.0,2.0,$130.00,$45.00,,2,1125,90
4,1.0,1.0,2.0,$107.00,$60.00,$120.00,3,1125,3
3,2.0,1.0,2.0,$100.00,,,1,30,10
6,2.0,1.0,2.0,$159.00,$115.00,$300.00,3,1125,2
5,2.0,1.0,3.0,$179.00,$50.00,$200.00,3,1125,195
5,0.0,1.0,3.0,$138.00,$158.00,$200.00,3,1125,2
5,2.0,1.5,2.0,$140.00,$50.00,"$1,000.00",2,1125,1
4,2.0,1.0,2.0,$150.00,$40.00,$200.00,1,1,7
4,2.0,2.0,2.0,$150.00,$60.00,$300.00,1,1125,20
2,1.0,1.0,1.0,$70.00,,,1,1125,0
2,1.0,1.0,3.0,$150.00,$70.00,,3,365,76
4,1.0,1.0,2.0,$120.00,$120.00,$100.00,2,1125,8
2,1.0,1.0,1.0,$125.00,$60.00,$200.00,2,1125,23
2,1.0,1.0,1.0,$100.00,$25.00,,1,1125,7
6,1.0,2.5,2.0,$230.00,$80.00,"$1,000.00",3,9,0
2,1.0,1.0,2.0,$94.00,$25.00,$150.00,2,3,5
2,1.0,1.0,1.0,$110.00,,,2,30,227
2,1.0,1.0,1.0,$85.00,$30.00,,3,100,18
1,1.0,1.0,1.0,$47.00,,,1,1125,14
10,4.0,4.0,5.0,$399.00,$230.00,$500.00,4,365,0
8,3.0,1.5,4.0,$290.00,$200.00,$400.00,4,365,0
2,1.0,2.0,1.0,$90.00,$75.00,,1,1125,10
6,2.0,2.0,2.0,$154.00,$30.00,,2,1125,3
3,1.0,1.0,2.0,$134.00,$25.00,$200.00,2,1125,51
2,1.0,1.0,1.0,$85.00,$50.00,,1,365,180
2,1.0,1.0,1.0,$129.00,$75.00,$250.00,3,29,1
5,3.0,2.5,3.0,$250.00,$70.00,$200.00,3,365,17
4,1.0,1.0,2.0,$179.00,$65.00,$200.00,3,180,25
4,1.0,1.0,2.0,$115.00,$50.00,$100.00,1,1125,2
2,1.0,1.0,1.0,$89.00,$25.00,,2,20,9
2,1.0,1.0,1.0,$95.00,,,1,1125,0
2,1.0,1.0,1.0,$89.00,,,1,60,310
6,3.0,2.5,4.0,$679.00,$100.00,$500.00,3,1125,2
2,1.0,1.0,1.0,$150.00,$75.00,$500.00,3,1125,0
3,1.0,1.0,1.0,$220.00,$25.00,$300.00,1,10,3
2,1.0,1.0,1.0,$62.00,$10.00,,1,1125,4
3,1.0,1.0,1.0,$129.00,$20.00,,2,21,41
4,1.0,1.0,2.0,$120.00,$30.00,,2,1125,10
6,2.0,1.5,3.0,$125.00,$90.00,$500.00,2,1125,0
4,1.0,1.0,2.0,$125.00,$20.00,$125.00,2,29,85
4,1.0,1.0,1.0,$120.00,$40.00,,2,1125,2
2,1.0,1.0,1.0,$55.00,$20.00,,1,5,2
2,1.0,1.5,1.0,$59.00,,$150.00,6,1125,1
3,1.0,1.0,1.0,$95.00,,,2,1125,13
2,1.0,1.5,1.0,$79.00,,$150.00,6,1125,10
2,1.0,1.0,1.0,$85.00,$25.00,,1,1125,29
8,3.0,2.5,8.0,$285.00,$125.00,$500.00,2,5,9
2,1.0,1.0,1.0,$70.00,,,1,1125,0
4,1.0,1.0,1.0,$100.00,$30.00,,1,1125,11
2,1.0,1.5,1.0,$72.00,,$250.00,2,1125,1
4,1.0,1.0,2.0,$89.00,,,1,60,21
2,1.0,1.0,1.0,$75.00,,,2,1125,1
11,5.0,4.5,5.0,"$2,822.00",,"$1,000.00",2,1125,0
2,1.0,2.5,1.0,$85.00,,$150.00,2,1125,76
2,1.0,1.0,1.0,$189.00,$100.00,,1,1125,4
2,1.0,1.5,1.0,$69.00,,,3,14,28
2,1.0,1.0,1.0,$118.00,,,12,1125,10
2,1.0,1.0,1.0,$75.00,,,2,30,318
2,1.0,1.0,1.0,$79.00,,,1,1125,74
2,1.0,1.5,1.0,$77.00,,$250.00,3,95,8
2,1.0,1.0,1.0,$84.00,$10.00,,2,1125,28
2,1.0,1.0,1.0,$95.00,$50.00,,1,93,61
2,1.0,1.0,1.0,$80.00,,,6,30,0
4,2.0,1.0,2.0,$195.00,,,1,1125,5
2,0.0,1.0,1.0,$110.00,$25.00,,1,1125,1
5,3.0,2.0,3.0,$225.00,$200.00,$600.00,5,1125,4
4,,1.0,2.0,$325.00,$65.00,,4,7,0
6,3.0,1.5,3.0,$250.00,$25.00,,1,1125,2
3,1.0,1.0,2.0,$95.00,$35.00,,2,700,14
2,1.0,1.0,1.0,$75.00,,,1,1125,0
6,3.0,3.0,3.0,$225.00,$75.00,$500.00,6,180,11
2,1.0,1.0,1.0,$80.00,$30.00,$100.00,1,30,4
4,1.0,1.0,2.0,$137.00,$35.00,$250.00,1,14,28
4,1.0,1.0,1.0,$98.00,$20.00,$200.00,3,90,28
2,1.0,1.0,1.0,$149.00,$35.00,$150.00,1,1125,34
6,3.0,1.5,3.0,$250.00,$100.00,$300.00,2,1125,11
4,1.0,1.0,2.0,$150.00,$50.00,$500.00,2,1125,26
3,1.0,1.0,2.0,$168.00,$60.00,,2,4,47
2,1.0,1.5,1.0,$59.00,$12.00,$95.00,1,1125,9
2,1.0,1.0,1.0,$80.00,$60.00,$250.00,3,120,1
3,1.0,1.0,2.0,$80.00,$35.00,,1,30,1
2,1.0,1.0,1.0,$126.00,$45.00,$95.00,1,21,51
5,2.0,1.5,3.0,$125.00,,,6,1125,0
2,0.0,1.0,1.0,$100.00,$40.00,,5,1125,4
2,1.0,1.0,1.0,$100.00,$50.00,$200.00,1,1125,1
15,6.0,4.5,12.0,$499.00,$200.00,$500.00,2,1125,0
4,1.0,1.0,1.0,$195.00,,,3,90,2
4,1.0,2.5,2.0,$100.00,$50.00,$100.00,3,1125,1
4,1.0,1.0,2.0,$125.00,,,1,1125,8
4,1.0,1.0,2.0,$145.00,$135.00,$350.00,2,30,142
2,0.0,1.0,1.0,$175.00,$50.00,,3,30,141
6,3.0,1.0,3.0,$199.00,,,1,1125,0
3,1.0,1.0,1.0,$75.00,$30.00,$500.00,1,1125,12
4,2.0,1.0,2.0,$130.00,$60.00,,1,1125,0
5,1.0,2.0,1.0,$150.00,,,1,1125,3
5,2.0,1.5,2.0,$220.00,,,1,1125,3
2,1.0,1.5,1.0,$75.00,,,1,1125,0
5,1.0,1.0,1.0,$115.00,$50.00,,1,3,43
4,1.0,1.0,2.0,$119.00,$85.00,$300.00,3,1125,3
4,2.0,2.5,2.0,$225.00,$80.00,,3,26,36
2,1.0,1.0,1.0,$125.00,,,3,1125,28
3,1.0,1.0,2.0,$124.00,$40.00,$100.00,2,60,25
1,1.0,1.0,1.0,$95.00,,$500.00,1,1125,51
2,1.0,1.0,1.0,$59.00,$10.00,,1,1125,1
3,2.0,1.0,2.0,$149.00,$60.00,,2,365,1
2,1.0,1.0,1.0,$99.00,,,4,1125,6
2,1.0,1.0,1.0,$95.00,$25.00,,5,1125,1
4,1.0,1.0,2.0,$126.00,,,1,1125,1
1,1.0,0.0,1.0,$64.00,,,1,1125,2
6,2.0,2.5,3.0,$299.00,$150.00,,3,999,17
1,1.0,1.0,1.0,$35.00,$20.00,,1,1125,8
2,1.0,1.5,2.0,$50.00,,,2,28,119
6,2.0,1.0,4.0,$179.00,$95.00,$100.00,1,45,96
2,1.0,1.5,1.0,$70.00,,,2,1125,12
3,1.0,1.0,1.0,$125.00,,,1,1125,29
2,1.0,1.0,1.0,$180.00,,,2,10,4
2,1.0,1.0,1.0,$79.00,,,1,1125,22
1,1.0,,1.0,$75.00,$25.00,,2,21,175
2,1.0,1.0,1.0,$100.00,,,7,1125,0
2,0.0,1.0,1.0,$80.00,,,3,15,5
4,2.0,2.5,2.0,$300.00,$35.00,,1,1125,0
2,1.0,1.5,1.0,$107.00,,,1,1125,4
6,3.0,1.0,3.0,$250.00,$75.00,$250.00,1,1125,0
6,3.0,1.0,3.0,$199.00,$115.00,$500.00,3,1125,9
3,1.0,2.0,2.0,$90.00,,,1,1125,55
2,1.0,1.0,1.0,$105.00,$15.00,$200.00,1,7,2
4,2.0,1.0,2.0,$150.00,$150.00,,3,120,0
3,1.0,1.0,1.0,$125.00,$30.00,,2,1125,4
2,0.0,1.0,1.0,$85.00,$25.00,$250.00,2,7,45
6,2.0,1.0,2.0,$225.00,,,3,90,4
2,1.0,1.0,1.0,$99.00,,$250.00,1,1125,1
3,1.0,1.0,1.0,$150.00,,,1,1125,1
4,1.0,1.0,2.0,$85.00,$25.00,$150.00,2,15,71
2,1.0,1.0,,$115.00,$20.00,,2,1125,9
2,1.0,1.0,1.0,$120.00,,,1,1125,16
1,1.0,1.0,1.0,$35.00,$20.00,,1,730,1
2,1.0,2.0,1.0,$79.00,,,1,1125,42
1,1.0,1.0,1.0,$40.00,$40.00,,7,1125,1
2,1.0,1.0,2.0,$149.00,$75.00,$300.00,2,1125,15
5,1.0,1.0,2.0,$115.00,$25.00,,1,14,37
3,1.0,1.0,1.0,$105.00,$30.00,,1,365,7
3,1.0,1.0,2.0,$58.00,$5.00,,1,1125,15
4,2.0,2.0,2.0,$250.00,$200.00,$250.00,4,28,7
2,1.0,1.0,1.0,$125.00,$20.00,,2,4,2
2,1.0,1.0,1.0,$95.00,,,1,1125,0
3,1.0,1.0,1.0,$180.00,,$100.00,1,14,10
2,1.0,1.0,1.0,$156.00,,,1,1125,0
2,1.0,1.5,1.0,$135.00,,,1,1125,4
2,1.0,1.0,1.0,$95.00,$20.00,,1,1125,19
4,1.0,1.0,2.0,$145.00,$50.00,$500.00,3,1125,5
2,1.0,1.5,1.0,$120.00,,,1,1125,11
3,1.0,1.0,1.0,$160.00,$25.00,,1,1125,6
2,1.0,1.0,1.0,$79.00,$20.00,,1,21,41
2,1.0,1.0,1.0,$55.00,$25.00,,2,1125,1
2,1.0,1.0,2.0,$50.00,,,1,1125,1
4,1.0,1.0,2.0,$135.00,$65.00,$250.00,2,1125,14
2,1.0,1.0,1.0,$80.00,,,1,1125,2
2,1.0,1.5,1.0,$148.00,,,1,1125,5
3,1.0,1.5,1.0,$69.00,$12.00,$95.00,1,1125,5
6,2.0,2.5,3.0,$300.00,$90.00,$250.00,4,1125,39
4,1.0,1.0,2.0,$85.00,$50.00,,1,1125,1
2,1.0,1.0,1.0,$58.00,$15.00,,1,1125,1
2,1.0,1.0,1.0,$110.00,$20.00,,1,3,0
2,1.0,1.5,1.0,$40.00,$18.00,$99.00,2,7,11
2,1.0,1.0,1.0,$55.00,$40.00,,5,365,9
2,1.0,1.0,1.0,$95.00,,,2,7,40
4,1.0,1.5,2.0,$144.00,$24.00,,1,13,48
4,2.0,1.0,2.0,$199.00,$70.00,$100.00,3,60,80
2,1.0,1.5,1.0,$70.00,$30.00,$200.00,3,99,22
2,1.0,1.0,1.0,$75.00,$75.00,,3,120,1
2,1.0,1.5,1.0,$71.00,$30.00,$100.00,1,1125,11
7,3.0,3.5,3.0,$300.00,$50.00,,3,1125,8
2,1.0,1.0,1.0,$108.00,,,3,1125,0
7,2.0,1.5,3.0,$190.00,$100.00,,3,1125,2
4,1.0,1.0,2.0,$105.00,$25.00,,2,1125,58
4,1.0,1.0,2.0,$129.00,$90.00,$200.00,2,1125,15
