Fecha de la agresión,Tipo de agresión,Departamento,Presunto autor,Temas de cubrimiento relacionados,País
24/01/2023,Amenaza,Bolívar,Desconocido,Otros,Colombia
24/01/2023,Acoso,La Guajira,Desconocido,Medio ambiente,Colombia
25/01/2023,Acoso Judicial,Antioquia,Funcionario Público,Bandas criminales,Colombia
25/01/2023,Acoso,Putumayo,Disidencias,Conflicto armado,Colombia
27/01/2023,Amenaza,Arauca,Disidencias,Conflicto armado,Colombia
31/01/2023,Agresión física,Bogotá,Particular,Deportes,Colombia
1/02/2023,Acoso Judicial,Antioquia,Funcionario Público,Orden público,Colombia
1/02/2023,Amenaza,Córdoba,Funcionario Público,Bandas criminales,Colombia
1/02/2023,Estigmatización,Bogotá,Funcionario Público,Bandas criminales,Colombia
2/02/2023,Amenaza,Bogotá,Bandas Criminales,Orden público,Colombia
2/02/2023,Acoso Judicial,Bogotá,Particular,Conflicto armado,Colombia
3/02/2023,Estigmatización,Cesar,Funcionario Público,Bandas criminales,Colombia
5/02/2023,Robo o eliminación del material periodístico,Cauca,Desconocido,Conflicto armado,Colombia
5/02/2023,Amenaza,Nariño,Disidencias,Otros,Colombia
6/02/2023,Amenaza,Valle del Cauca,Desconocido,Conflicto armado,Colombia
6/02/2023,Amenaza,Bogotá,Particular,Deportes,Colombia
7/02/2023,Amenaza,Cundinamarca,Desconocido,Corrupción,Colombia
7/02/2023,Amenaza,Meta,Desconocido,Bandas criminales,Colombia
7/02/2023,Acoso Judicial,Tolima,Funcionario Público,Manifestaciones,Colombia
9/02/2023,Acoso,Bogotá,Particular,Manifestaciones,Colombia
9/02/2023,Acoso,Bogotá,Desconocido,Vigilancia,Colombia
9/02/2023,Robo o eliminación del material periodístico,Bogotá,Particular,Manifestaciones,Colombia
9/02/2023,Violación de la reserva de la fuente,Bogotá,Funcionario Público,Corrupción,Colombia
10/02/2023,Amenaza,Norte de Santander,Disidencias,Conflicto armado,Colombia
11/02/2023,Amenaza,Norte de Santander,Guerrilla,Conflicto armado,Colombia
11/02/2023,Amenaza,Santander,Bandas Criminales,Conflicto armado,Colombia
11/02/2023,Obstrucción al acceso a la información,Bolívar,Funcionario Público,Violencia sexual,Colombia
12/02/2023,Estigmatización,Valle del Cauca,Funcionario Público,Salud,Colombia
13/02/2023,Exclusión,Antioquia,Funcionario Público,Conflicto armado,Colombia
13/02/2023,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Violencia sexual,Colombia
14/02/2023,Obstrucción al trabajo periodístico,Valle del Cauca,Particular,Manifestaciones,Colombia
14/02/2023,Acciones arbitrarias en plataformas digitales,Risaralda,Particular,Otros,Colombia
14/02/2023,Amenaza,Arauca,Disidencias,Conflicto armado,Colombia
15/02/2023,Agresión física,Antioquia,Particular,Manifestaciones,Colombia
15/02/2023,Estigmatización,Valle del Cauca,Funcionario Público,Manifestaciones,Colombia
15/02/2023,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Política,Colombia
15/02/2023,Agresión física,Antioquia,Particular,Manifestaciones,Colombia
15/02/2023,Agresión física,Antioquia,Particular,Manifestaciones,Colombia
15/02/2023,Agresión física,Antioquia,Particular,Manifestaciones,Colombia
15/02/2023,Agresión física,Bogotá,Particular,Manifestaciones,Colombia
15/02/2023,Acoso Judicial,Bogotá,Funcionario Público,Política,Colombia
15/02/2023,Exclusión,Bogotá,Funcionario Público,Política,Colombia
16/02/2023,Estigmatización,Meta,Funcionario Público,Bandas criminales,Colombia
16/02/2023,Obstrucción al acceso a la información,Bogotá,Fuerza Pública,Orden público,Colombia
16/02/2023,Agresión física,Nariño,Desconocido,Corrupción,Colombia
17/02/2023,Estigmatización,Magdalena,Político,Bandas criminales,Colombia
17/02/2023,Agresión física,Antioquia,Funcionario Público,Bandas criminales,Colombia
18/02/2023,Amenaza,Sucre,Desconocido,Medio ambiente,Colombia
20/02/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Política,Colombia
20/02/2023,Acoso Judicial,Tolima,Particular,Bandas criminales,Colombia
22/02/2023,Acoso,Boyacá,Particular,Manifestaciones,Colombia
22/02/2023,Amenaza,Atlántico,Desconocido,Orden público,Colombia
23/02/2023,Obstrucción al trabajo periodístico,Boyacá,Particular,Manifestaciones,Colombia
24/02/2023,Otras,Bogotá,Funcionario Público,Conflicto armado,Colombia
27/02/2023,Acoso,Norte de Santander,Bandas Criminales,Narcotráfico,Colombia
27/02/2023,Estigmatización,Magdalena,Funcionario Público,Bandas criminales,Colombia
27/02/2023,Acoso Judicial,Bogotá,Funcionario Público,Corrupción,Colombia
28/02/2023,Amenaza,Norte de Santander,Bandas Criminales,Narcotráfico,Colombia
28/02/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Otros,Colombia
1/03/2023,Amenaza,Cesar,Desconocido,Corrupción,Colombia
3/03/2023,Amenaza,Tolima,Desconocido,Judicial,Colombia
3/03/2023,Acoso,Valle del Cauca,Funcionario Público,Judicial,Colombia
3/03/2023,Amenaza,Córdoba,Desconocido,Manifestaciones,Colombia
4/03/2023,Acoso Judicial,Santander,Particular,Corrupción,Colombia
6/03/2023,Amenaza,Putumayo,Disidencias,Conflicto armado,Colombia
7/03/2023,Obstrucción al trabajo periodístico,Casanare,Funcionario Público,Corrupción,Colombia
8/03/2023,Acoso,Magdalena,Particular,Manifestaciones,Colombia
8/03/2023,Obstrucción al acceso a la información,Cundinamarca,Funcionario Público,Bandas criminales,Colombia
8/03/2023,Acoso,Córdoba,Bandas Criminales,Conflicto armado,Colombia
10/03/2023,Ciberataque,Arauca,Desconocido,Conflicto armado,Colombia
11/03/2023,Amenaza,Atlántico,Desconocido,Otros,Colombia
13/03/2023,Obstrucción al acceso a la información,Cesar,Funcionario Público,Bandas criminales,Colombia
13/03/2023,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Corrupción,Colombia
13/03/2023,Acoso,Guaviare,Bandas Criminales,Conflicto armado,Colombia
13/03/2023,Amenaza,Antioquia,Desconocido,Bandas criminales,Colombia
13/03/2023,Obstrucción al trabajo periodístico,Antioquia,Particular,Orden público,Colombia
14/03/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Bandas criminales,Colombia
15/03/2023,Acoso,La Guajira,Particular,Bandas criminales,Colombia
18/03/2023,Amenaza,La Guajira,Desconocido,Orden público,Colombia
20/03/2023,Amenaza,Vichada,Desconocido,Medio ambiente,Colombia
21/03/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Judicial,Colombia
21/03/2023,Acoso,Valle del Cauca,Desconocido,Política,Colombia
21/03/2023,Ciberataque,Arauca,Desconocido,Bandas criminales,Colombia
21/03/2023,Ciberataque,Cundinamarca,Desconocido,Otros,Colombia
22/03/2023,Amenaza,Arauca,Guerrilla,Conflicto armado,Colombia
22/03/2023,Amenaza,Huila,Desconocido,Orden público,Colombia
22/03/2023,Acoso,Atlántico,Bandas Criminales,Orden público,Colombia
23/03/2023,Acoso Judicial,Antioquia,Particular,Salud,Colombia
23/03/2023,Agresión física,Bogotá,Fuerza Pública,Manifestaciones,Colombia
23/03/2023,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Manifestaciones,Colombia
23/03/2023,Acoso Judicial,Bogotá,Funcionario Público,Corrupción,Colombia
24/03/2023,Acoso,Bogotá,Desconocido,Orden público,Colombia
25/03/2023,Acoso,Atlántico,Bandas Criminales,Judicial,Colombia
25/03/2023,Acoso,Atlántico,Bandas Criminales,Judicial,Colombia
25/03/2023,Acoso,Atlántico,Bandas Criminales,Judicial,Colombia
27/03/2023,Estigmatización,Bogotá,Funcionario Público,Otros,Colombia
27/03/2023,Amenaza,Atlántico,Particular,Orden público,Colombia
27/03/2023,Amenaza,Huila,Disidencias,Orden público,Colombia
27/03/2023,Desplazamiento forzado,Huila,Disidencias,Orden público,Colombia
28/03/2023,Acoso Judicial,Bogotá,Particular,Violencia sexual,Colombia
28/03/2023,Amenaza,Nariño,Disidencias,Otros,Colombia
28/03/2023,Amenaza,Antioquia,Bandas Criminales,Conflicto armado,Colombia
28/03/2023,Amenaza,Cundinamarca,Particular,Orden público,Colombia
30/03/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Bandas criminales,Colombia
30/03/2023,Otras,Vichada,Fuerza Pública,Conflicto armado,Colombia
30/03/2023,Otras,La Guajira,Funcionario Público,Bandas criminales,Colombia
31/03/2023,Acoso Judicial,Bolívar,Funcionario Público,Corrupción,Colombia
3/04/2023,Estigmatización,Bogotá,Funcionario Público,Corrupción,Colombia
5/04/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Otros,Colombia
6/04/2023,Estigmatización,Bogotá,Funcionario Público,Judicial,Colombia
6/04/2023,Acoso,Bogotá,Funcionario Público,Judicial,Colombia
10/04/2023,Obstrucción al acceso a la información,Valle del Cauca,Particular,Violencia sexual,Colombia
11/04/2023,Estigmatización,Nariño,Político,Elecciones,Colombia
12/04/2023,Amenaza,Atlántico,Bandas Criminales,Orden público,Colombia
14/04/2023,Amenaza,Bogotá,Guerrilla,Política,Colombia
14/04/2023,Ciberataque,Bogotá,Desconocido,Otros,Colombia
16/04/2023,Estigmatización,Antioquia,Funcionario Público,Bandas criminales,Colombia
16/04/2023,Estigmatización,Meta,Funcionario Público,Bandas criminales,Colombia
16/04/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Bandas criminales,Colombia
16/04/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Conflicto armado,Colombia
17/04/2023,Acoso,Cundinamarca,Funcionario Público,Bandas criminales,Colombia
17/04/2023,Amenaza,Antioquia,Particular,Conflicto armado,Colombia
17/04/2023,Amenaza,Guaviare,Disidencias,Conflicto armado,Colombia
18/04/2023,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Bandas criminales,Colombia
18/04/2023,Obstrucción al acceso a la información,Meta,Funcionario Público,Política,Colombia
18/04/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Corrupción,Colombia
19/04/2023,Ciberataque,Caquetá,Desconocido,Política,Colombia
20/04/2023,Obstrucción al trabajo periodístico,Boyacá,Funcionario Público,Judicial,Colombia
20/04/2023,Acoso Judicial,Bogotá,Funcionario Público,Corrupción,Colombia
20/04/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Conflicto armado,Colombia
20/04/2023,Violación de la reserva de la fuente,Bogotá,Fuerza Pública,Bandas criminales,Colombia
21/04/2023,Acoso Judicial,Bogotá,Particular,Violencia sexual,Colombia
21/04/2023,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Política,Colombia
21/04/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Conflicto armado,Colombia
23/04/2023,Otras,Arauca,Desconocido,Conflicto armado,Colombia
24/04/2023,Amenaza,Tolima,Bandas Criminales,Orden público,Colombia
24/04/2023,Amenaza,Tolima,Bandas Criminales,Operativos de fuerza pública,Colombia
24/04/2023,Amenaza,Bolívar,Particular,Conflicto armado,Colombia
24/04/2023,Amenaza,Tolima,Bandas Criminales,Orden público,Colombia
24/04/2023,Amenaza,Tolima,Bandas Criminales,Orden público,Colombia
25/04/2023,Amenaza,Santander,Particular,Bandas criminales,Colombia
25/04/2023,Vigilancia,Bogotá,Fuerza Pública,Bandas criminales,Colombia
26/04/2023,Acoso,Bogotá,Desconocido,Corrupción,Colombia
30/04/2023,Amenaza,Santander,Bandas Criminales,Narcotráfico,Colombia
2/05/2023,Estigmatización,Boyacá,Funcionario Público,Bandas criminales,Colombia
2/05/2023,Amenaza,Cesar,Funcionario Público,Bandas criminales,Colombia
3/05/2023,Amenaza,Norte de Santander,Desconocido,Orden público,Colombia
3/05/2023,Amenaza,Chocó,Político,Elecciones,Colombia
4/05/2023,Amenaza,Magdalena,Bandas Criminales,Bandas criminales,Colombia
4/05/2023,Acoso,Bogotá,Particular,Salud,Colombia
5/05/2023,Estigmatización,Arauca,Funcionario Público,Política,Colombia
5/05/2023,Exclusión,Bogotá,Funcionario Público,Bandas criminales,Colombia
5/05/2023,Amenaza,Bogotá,Desconocido,Bandas criminales,Colombia
7/05/2023,Otras,Putumayo,Particular,Bandas criminales,Colombia
8/05/2023,Acoso,Magdalena,Bandas Criminales,Orden público,Colombia
8/05/2023,Amenaza,La Guajira,Desconocido,Orden público,Colombia
8/05/2023,Amenaza,Sucre,Desconocido,Bandas criminales,Colombia
9/05/2023,Obstrucción al trabajo periodístico,Magdalena,Funcionario Público,Operativos de fuerza pública,Colombia
9/05/2023,Asesinato,Córdoba,Desconocido,Orden público,Colombia
10/05/2023,Agresión física,Arauca,Funcionario Público,Política,Colombia
10/05/2023,Amenaza,Magdalena,Desconocido,Bandas criminales,Colombia
10/05/2023,Amenaza,Arauca,Desconocido,Política,Colombia
10/05/2023,Amenaza,Huila,Disidencias,Cultura,Colombia
10/05/2023,Estigmatización,Bogotá,Funcionario Público,Bandas criminales,Colombia
10/05/2023,Vigilancia,Bogotá,Fuerza Pública,Bandas criminales,Colombia
11/05/2023,Ciberataque,Bogotá,Desconocido,Política,Colombia
11/05/2023,Estigmatización,Boyacá,Funcionario Público,Bandas criminales,Colombia
15/05/2023,Amenaza,Magdalena,Desconocido,Bandas criminales,Colombia
17/05/2023,Amenaza,Bogotá,Desconocido,Política,Colombia
17/05/2023,Estigmatización,Cundinamarca,Funcionario Público,Bandas criminales,Colombia
18/05/2023,Acoso Judicial,Bogotá,Funcionario Público,Bandas criminales,Colombia
19/05/2023,Doxing,Cesar,Funcionario Público,Bandas criminales,Colombia
19/05/2023,Acoso,Atlántico,Particular,Judicial,Colombia
21/05/2023,Amenaza,Cundinamarca,Desconocido,Corrupción,Colombia
23/05/2023,Amenaza,Nariño,Guerrilla,Otros,Colombia
23/05/2023,Amenaza,Cauca,Desconocido,Judicial,Colombia
23/05/2023,Estigmatización,Norte de Santander,Funcionario Público,Política,Colombia
24/05/2023,Acoso,Arauca,Particular,Bandas criminales,Colombia
24/05/2023,Amenaza,Bogotá,Desconocido,Bandas criminales,Colombia
24/05/2023,Amenaza,Guaviare,Bandas Criminales,Conflicto armado,Colombia
25/05/2023,Doxing,Bogotá,Particular,Violencia sexual,Colombia
25/05/2023,Amenaza,Boyacá,Particular,Elecciones,Colombia
26/05/2023,Estigmatización,Nariño,Funcionario Público,Política,Colombia
26/05/2023,Agresión física,Boyacá,Desconocido,Corrupción,Colombia
27/05/2023,Exclusión,Bogotá,Funcionario Público,Bandas criminales,Colombia
27/05/2023,Amenaza,Guaviare,Disidencias,Conflicto armado,Colombia
28/05/2023,Acciones arbitrarias en plataformas digitales,Tolima,Particular,Política,Colombia
29/05/2023,Acoso Judicial,Tolima,Particular,Bandas criminales,Colombia
29/05/2023,Acoso,Córdoba,Desconocido,Conflicto armado,Colombia
29/05/2023,Acoso Judicial,Bogotá,Funcionario Público,Corrupción,Colombia
30/05/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Política,Colombia
30/05/2023,Acoso Judicial,Tolima,Funcionario Público,Bandas criminales,Colombia
30/05/2023,Estigmatización,Antioquia,Funcionario Público,Bandas criminales,Colombia
1/06/2023,Amenaza,Antioquia,Particular,Orden público,Colombia
1/06/2023,Vigilancia,Bogotá,Desconocido,Conflicto armado,Colombia
2/06/2023,Estigmatización,Antioquia,Político,Elecciones,Colombia
4/06/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Política,Colombia
4/06/2023,Amenaza,Tolima,Funcionario Público,Bandas criminales,Colombia
4/06/2023,Amenaza,Bogotá,Particular,Otros,Colombia
5/06/2023,Amenaza,Valle del Cauca,Bandas Criminales,Elecciones,Colombia
5/06/2023,Acoso Judicial,Bogotá,Particular,Otros,Colombia
6/06/2023,Acoso Judicial,Valle del Cauca,Particular,Orden público,Colombia
6/06/2023,Estigmatización,Valle del Cauca,Funcionario Público,Corrupción,Colombia
7/06/2023,Amenaza,Bogotá,Particular,Manifestaciones,Colombia
7/06/2023,Obstrucción al trabajo periodístico,Antioquia,Particular,Manifestaciones,Colombia
7/06/2023,Agresión física,Atlántico,Particular,Manifestaciones,Colombia
7/06/2023,Exclusión,Atlántico,Particular,Manifestaciones,Colombia
7/06/2023,Exclusión,Atlántico,Particular,Manifestaciones,Colombia
7/06/2023,Estigmatización,Bogotá,Funcionario Público,Manifestaciones,Colombia
7/06/2023,Amenaza,Valle del Cauca,Desconocido,Conflicto armado,Colombia
7/06/2023,Estigmatización,Chocó,Funcionario Público,Medio ambiente,Colombia
8/06/2023,Estigmatización,Valle del Cauca,Funcionario Público,Elecciones,Colombia
8/06/2023,Acoso,Bogotá,Particular,Elecciones,Colombia
9/06/2023,Acciones arbitrarias en plataformas digitales,Caquetá,Particular,Bandas criminales,Colombia
9/06/2023,Amenaza,Arauca,Disidencias,Conflicto armado,Colombia
13/06/2023,Estigmatización,Atlántico,Funcionario Público,Política,Colombia
14/06/2023,Amenaza,Cundinamarca,Particular,Política,Colombia
16/06/2023,Ciberataque,Bogotá,Desconocido,Otros,Colombia
16/06/2023,Amenaza,Norte de Santander,Desconocido,Orden público,Colombia
18/06/2023,Secuestro,Chocó,Desconocido,Orden público,Colombia
18/06/2023,Amenaza,Chocó,Desconocido,Orden público,Colombia
18/06/2023,Violencia sexual,Chocó,Desconocido,Orden público,Colombia
20/06/2023,Obstrucción al trabajo periodístico,Valle del Cauca,Particular,Manifestaciones,Colombia
20/06/2023,Agresión física,Bogotá,Particular,Manifestaciones,Colombia
20/06/2023,Acoso,Boyacá,Desconocido,Política,Colombia
21/06/2023,Amenaza,Bogotá,Particular,Deportes,Colombia
23/06/2023,Agresión física,Antioquia,Fuerza Pública,Deportes,Colombia
23/06/2023,Estigmatización,Meta,Funcionario Público,Política,Colombia
24/06/2023,Estigmatización,Bogotá,Político,Conflicto armado,Colombia
24/06/2023,Amenaza,Atlántico,Desconocido,Bandas criminales,Colombia
25/06/2023,Amenaza,Antioquia,Desconocido,Política,Colombia
26/06/2023,Ciberataque,Quindío,Desconocido,Política,Colombia
27/06/2023,Ciberataque,Cauca,Desconocido,Conflicto armado,Colombia
27/06/2023,Acoso,Cesar,Particular,Bandas criminales,Colombia
29/06/2023,Acoso Judicial,Antioquia,Desconocido,Bandas criminales,Colombia
30/06/2023,Amenaza,Bolívar,Funcionario Público,Orden público,Colombia
30/06/2023,Acoso Judicial,Bogotá,Particular,Narcotráfico,Colombia
30/06/2023,Acoso Judicial,Bogotá,Funcionario Público,Violencia sexual,Colombia
30/06/2023,Amenaza,Chocó,Desconocido,Medio ambiente,Colombia
30/06/2023,Amenaza,Norte de Santander,Desconocido,Corrupción,Colombia
1/07/2023,Amenaza,Tolima,Particular,Orden público,Colombia
1/07/2023,Amenaza,Cesar,Desconocido,Bandas criminales,Colombia
4/07/2023,Amenaza,Antioquia,Desconocido,Orden público,Colombia
6/07/2023,Acoso Judicial,Bolívar,Particular,Bandas criminales,Colombia
6/07/2023,Acoso,Huila,Funcionario Público,Bandas criminales,Colombia
7/07/2023,Amenaza,Norte de Santander,Particular,Otros,Colombia
9/07/2023,Agresión física,Atlántico,Particular,Elecciones,Colombia
9/07/2023,Obstrucción al trabajo periodístico,Atlántico,Particular,Política,Colombia
10/07/2023,Amenaza,Santander,Paramilitares,Política,Colombia
10/07/2023,Exilio,Córdoba,Bandas Criminales,Orden público,Colombia
10/07/2023,Amenaza,Chocó,Desconocido,Bandas criminales,Colombia
11/07/2023,Amenaza,Magdalena,Desconocido,Orden público,Colombia
12/07/2023,Amenaza,Santander,Particular,Otros,Colombia
12/07/2023,Acoso,Bogotá,Desconocido,Bandas criminales,Colombia
13/07/2023,Ciberataque,Santander,Desconocido,Conflicto armado,Colombia
13/07/2023,Obstrucción al trabajo periodístico,San Andrés y Providencia,Fuerza Pública,Política,Colombia
13/07/2023,Estigmatización,Santander,Político,Bandas criminales,Colombia
13/07/2023,Acoso,Valle del Cauca,Desconocido,Bandas criminales,Colombia
15/07/2023,Amenaza,Valle del Cauca,Desconocido,Conflicto armado,Colombia
15/07/2023,Amenaza,Arauca,Disidencias,Conflicto armado,Colombia
15/07/2023,Amenaza,Bolívar,Desconocido,Bandas criminales,Colombia
17/07/2023,Amenaza,Huila,Disidencias,Conflicto armado,Colombia
18/07/2023,Acoso Judicial,Bogotá,Particular,Corrupción,Colombia
19/07/2023,Agresión física,Nariño,Particular,Manifestaciones,Colombia
19/07/2023,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Orden público,Colombia
21/07/2023,Obstrucción al acceso a la información,Bogotá,Particular,Elecciones,Colombia
22/07/2023,Acciones arbitrarias en plataformas digitales,Meta,Particular,Orden público,Colombia
23/07/2023,Amenaza,Valle del Cauca,Bandas Criminales,Orden público,Colombia
24/07/2023,Amenaza,Huila,Disidencias,Conflicto armado,Colombia
24/07/2023,Amenaza,Huila,Disidencias,Conflicto armado,Colombia
24/07/2023,Amenaza,Huila,Disidencias,Conflicto armado,Colombia
24/07/2023,Estigmatización,Cauca,Funcionario Público,Bandas criminales,Colombia
26/07/2023,Amenaza,Antioquia,Particular,Bandas criminales,Colombia
26/07/2023,Amenaza,Huila,Disidencias,Conflicto armado,Colombia
28/07/2023,Ciberataque,Santander,Desconocido,Conflicto armado,Colombia
28/07/2023,Desplazamiento forzado,Putumayo,Disidencias,Conflicto armado,Colombia
30/07/2023,Obstrucción al acceso a la información,Cauca,Funcionario Público,Elecciones,Colombia
31/07/2023,Amenaza,Valle del Cauca,Bandas Criminales,Orden público,Colombia
1/08/2023,Amenaza,Guaviare,Disidencias,Conflicto armado,Colombia
1/08/2023,Amenaza,Tolima,Desconocido,Violencia sexual,Colombia
1/08/2023,Estigmatización,Bolívar,Funcionario Público,Política,Colombia
6/08/2023,Otras,Valle del Cauca,Funcionario Público,Elecciones,Colombia
7/08/2023,Acoso,Chocó,Desconocido,Elecciones,Colombia
8/08/2023,Amenaza,La Guajira,Desconocido,Política,Colombia
8/08/2023,Solicitud remoción bloqueo de contenidos,Bolívar,Particular,Bandas criminales,Colombia
10/08/2023,Acoso,Bogotá,Desconocido,Corrupción,Colombia
11/08/2023,Acoso,Bogotá,Desconocido,Migración,Colombia
11/08/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Orden público,Colombia
11/08/2023,Amenaza,Caldas,Desconocido,Política,Colombia
12/08/2023,Amenaza,Cauca,Paramilitares,Conflicto armado,Colombia
13/08/2023,Estigmatización,Bogotá,Funcionario Público,Elecciones,Colombia
14/08/2023,Acoso,Bogotá,Desconocido,Corrupción,Colombia
15/08/2023,Otras,Cundinamarca,Político,Elecciones,Colombia
15/08/2023,Acoso Judicial,Tolima,Funcionario Público,Bandas criminales,Colombia
15/08/2023,Amenaza,Nariño,Desconocido,Política,Colombia
16/08/2023,Amenaza,Bogotá,Bandas Criminales,Política,Colombia
16/08/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Elecciones,Colombia
16/08/2023,Acoso,Norte de Santander,Desconocido,Elecciones,Colombia
16/08/2023,Agresión física,Huila,Particular,Manifestaciones,Colombia
17/08/2023,Agresión física,Valle del Cauca,Particular,Bandas criminales,Colombia
19/08/2023,Robo o eliminación del material periodístico,Antioquia,Particular,Orden público,Colombia
19/08/2023,Amenaza,Norte de Santander,Bandas Criminales,Judicial,Colombia
22/08/2023,Amenaza,Risaralda,Delincuencia Común,Orden público,Colombia
23/08/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Corrupción,Colombia
23/08/2023,Acoso Judicial,Norte de Santander,Político,Elecciones,Colombia
23/08/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Corrupción,Colombia
24/08/2023,Estigmatización,Bogotá,Funcionario Público,Corrupción,Colombia
25/08/2023,Obstrucción al trabajo periodístico,Valle del Cauca,Fuerza Pública,Operativos de fuerza pública,Colombia
27/08/2023,Amenaza,Arauca,Disidencias,Conflicto armado,Colombia
27/08/2023,Amenaza,La Guajira,Bandas Criminales,Elecciones,Colombia
29/08/2023,Amenaza,Arauca,Disidencias,Elecciones,Colombia
29/08/2023,Obstrucción al trabajo periodístico,Caldas,Funcionario Público,Política,Colombia
30/08/2023,Amenaza,Bogotá,Desconocido,Política,Colombia
31/08/2023,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Salud,Colombia
1/09/2023,Amenaza,Bogotá,Particular,Conflicto armado,Colombia
2/09/2023,Acoso,Valle del Cauca,Desconocido,Política,Colombia
3/09/2023,Amenaza,Valle del Cauca,Desconocido,Corrupción,Colombia
5/09/2023,Secuestro,Putumayo,Disidencias,Conflicto armado,Colombia
6/09/2023,Amenaza,Arauca,Guerrilla,Conflicto armado,Colombia
6/09/2023,Amenaza,Arauca,Guerrilla,Conflicto armado,Colombia
6/09/2023,Amenaza,Norte de Santander,Desconocido,Corrupción,Colombia
6/09/2023,Estigmatización,Bogotá,Político,Conflicto armado,Colombia
6/09/2023,Amenaza,Arauca,Guerrilla,Conflicto armado,Colombia
7/09/2023,Amenaza,Córdoba,Desconocido,Bandas criminales,Colombia
8/09/2023,Acoso Judicial,Caldas,Funcionario Público,Bandas criminales,Colombia
12/09/2023,Amenaza,Guaviare,Disidencias,Conflicto armado,Colombia
13/09/2023,Obstrucción al acceso a la información,Cesar,Funcionario Público,Bandas criminales,Colombia
13/09/2023,Amenaza,Valle del Cauca,Bandas Criminales,Elecciones,Colombia
14/09/2023,Acciones arbitrarias en plataformas digitales,Arauca,Particular,Corrupción,Colombia
14/09/2023,Acoso Judicial,Magdalena,Particular,Violencia sexual,Colombia
15/09/2023,Amenaza,Arauca,Guerrilla,Conflicto armado,Colombia
18/09/2023,Acoso,Quindío,Político,Bandas criminales,Colombia
18/09/2023,Amenaza,Putumayo,Disidencias,Conflicto armado,Colombia
18/09/2023,Estigmatización,Boyacá,Político,Elecciones,Colombia
19/09/2023,Estigmatización,Antioquia,Político,Elecciones,Colombia
19/09/2023,Acoso Judicial,Cundinamarca,Funcionario Público,Bandas criminales,Colombia
21/09/2023,Obstrucción al acceso a la información,Cauca,Fuerza Pública,Orden público,Colombia
21/09/2023,Estigmatización,Boyacá,Político,Elecciones,Colombia
21/09/2023,Estigmatización,Antioquia,Funcionario Público,Corrupción,Colombia
21/09/2023,Estigmatización,Boyacá,Político,Elecciones,Colombia
21/09/2023,Otras,Norte de Santander,Desconocido,Violencia sexual,Colombia
22/09/2023,Acoso,Cauca,Desconocido,Bandas criminales,Colombia
23/09/2023,Estigmatización,Cundinamarca,Político,Elecciones,Colombia
24/09/2023,Estigmatización,Antioquia,Político,Política,Colombia
25/09/2023,Estigmatización,Antioquia,Funcionario Público,Bandas criminales,Colombia
25/09/2023,Acoso Judicial,Boyacá,Particular,Otros,Colombia
25/09/2023,Acoso,Arauca,Disidencias,Conflicto armado,Colombia
25/09/2023,Acciones arbitrarias en plataformas digitales,Arauca,Particular,Conflicto armado,Colombia
26/09/2023,Otras,Santander,Particular,Elecciones,Colombia
26/09/2023,Ciberataque,Antioquia,Desconocido,Política,Colombia
29/09/2023,Daño a la infraestructura,Bogotá,Particular,Política,Colombia
29/09/2023,Agresión física,Magdalena,Político,Elecciones,Colombia
30/09/2023,Obstrucción al trabajo periodístico,Valle del Cauca,Funcionario Público,Bandas criminales,Colombia
30/09/2023,Amenaza,Antioquia,Particular,Elecciones,Colombia
2/10/2023,Estigmatización,Antioquia,Funcionario Público,Bandas criminales,Colombia
2/10/2023,Acoso,Antioquia,Particular,Elecciones,Colombia
4/10/2023,Estigmatización,Nariño,Político,Elecciones,Colombia
4/10/2023,Doxing,Nariño,Político,Elecciones,Colombia
4/10/2023,Estigmatización,Nariño,Político,Elecciones,Colombia
4/10/2023,Acoso Judicial,Caldas,Político,Judicial,Colombia
5/10/2023,Estigmatización,Bogotá,Funcionario Público,Manifestaciones,Colombia
5/10/2023,Estigmatización,Nariño,Político,Elecciones,Colombia
