Fecha de la agresión,Tipo de agresión,Departamento,Presunto autor,Temas de cubrimiento relacionados,País
1/01/2017,Amenaza,Cauca,Desconocido,Sin especificar,Colombia
1/01/2017,Amenaza,Cesar,Desconocido,Sin especificar,Colombia
1/01/2017,Desplazamiento forzado,Guaviare,Paramilitares,Sin especificar,Colombia
1/01/2017,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
1/01/2017,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
1/01/2017,Amenaza,Caquetá,Desconocido,Sin especificar,Colombia
1/01/2017,Acoso Judicial,Cundinamarca,Funcionario Público,Sin especificar,Colombia
4/01/2017,Amenaza,Bogotá,Particular,Sin especificar,Colombia
5/01/2017,Obstrucción al trabajo periodístico,Tolima,Particular,Sin especificar,Colombia
12/01/2017,Tentativa de Homicidio,Norte de Santander,Desconocido,Sin especificar,Colombia
16/01/2017,Otras,Valle del Cauca,Desconocido,Sin especificar,Colombia
16/01/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
16/01/2017,Daño a la infraestructura,Nariño,Desconocido,Sin especificar,Colombia
16/01/2017,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
16/01/2017,Agresión física,Quindío,Funcionario Público,Sin especificar,Colombia
16/01/2017,Agresión física,Santander,Político,Sin especificar,Colombia
18/01/2017,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
20/01/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
22/01/2017,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
22/01/2017,Amenaza,Bogotá,Delincuencia Común,Sin especificar,Colombia
22/01/2017,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
24/01/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
27/01/2017,Tentativa de Homicidio,La Guajira,Desconocido,Sin especificar,Colombia
27/01/2017,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
28/01/2017,Agresión física,Antioquia,Desconocido,Sin especificar,Colombia
29/01/2017,Agresión física,Bogotá,Particular,Sin especificar,Colombia
29/01/2017,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
1/02/2017,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
2/02/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
4/02/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
6/02/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
8/02/2017,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
9/02/2017,Amenaza,Bolívar,Desconocido,Sin especificar,Colombia
9/02/2017,Agresión física,Magdalena,Fuerza Pública,Sin especificar,Colombia
10/02/2017,Amenaza,Cauca,Paramilitares,Sin especificar,Colombia
14/02/2017,Amenaza,Boyacá,Funcionario Público,Sin especificar,Colombia
15/02/2017,Obstrucción al trabajo periodístico,Boyacá,Funcionario Público,Sin especificar,Colombia
16/02/2017,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
17/02/2017,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
17/02/2017,Obstrucción al trabajo periodístico,Magdalena,Fuerza Pública,Sin especificar,Colombia
20/02/2017,Acoso Judicial,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
21/02/2017,Obstrucción al trabajo periodístico,Meta,Funcionario Público,Sin especificar,Colombia
23/02/2017,Estigmatización,Santander,Funcionario Público,Sin especificar,Colombia
23/02/2017,Otras,Norte de Santander,Funcionario Público,Sin especificar,Colombia
24/02/2017,Amenaza,Amazonas,Desconocido,Sin especificar,Colombia
26/02/2017,Amenaza,Antioquia,Funcionario Público,Sin especificar,Colombia
28/02/2017,Estigmatización,Caldas,Funcionario Público,Sin especificar,Colombia
1/03/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
2/03/2017,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
4/03/2017,Amenaza,Valle del Cauca,Particular,Sin especificar,Colombia
6/03/2017,Daño a la infraestructura,Bogotá,Desconocido,Sin especificar,Colombia
6/03/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
8/03/2017,Agresión física,Quindío,Funcionario Público,Sin especificar,Colombia
8/03/2017,Daño a la infraestructura,Cauca,Guerrilla,Sin especificar,Colombia
10/03/2017,Amenaza,Bolívar,Particular,Sin especificar,Colombia
12/03/2017,Amenaza,Sucre,Desconocido,Sin especificar,Colombia
13/03/2017,Obstrucción al trabajo periodístico,Nariño,Funcionario Público,Sin especificar,Colombia
14/03/2017,Amenaza,Bolívar,Desconocido,Sin especificar,Colombia
14/03/2017,Amenaza,Risaralda,Funcionario Público,Sin especificar,Colombia
15/03/2017,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
15/03/2017,Estigmatización,Casanare,Funcionario Público,Sin especificar,Colombia
15/03/2017,Exclusión,Antioquia,Particular,Sin especificar,Colombia
16/03/2017,Acciones arbitrarias en plataformas digitales,Cauca,Particular,Sin especificar,Colombia
17/03/2017,Amenaza,Cesar,Bandas Criminales,Sin especificar,Colombia
18/03/2017,Daño a la infraestructura,Huila,Desconocido,Sin especificar,Colombia
21/03/2017,Amenaza,Bogotá,Particular,Sin especificar,Colombia
21/03/2017,Estigmatización,Huila,Particular,Sin especificar,Colombia
21/03/2017,Detención ilegal y/o arbitraria,Caldas,Fuerza Pública,Sin especificar,Colombia
23/03/2017,Estigmatización,Arauca,Desconocido,Sin especificar,Colombia
23/03/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
23/03/2017,Daño a la infraestructura,Córdoba,Particular,Sin especificar,Colombia
25/03/2017,Detención ilegal y/o arbitraria,Nariño,Fuerza Pública,Sin especificar,Colombia
27/03/2017,Estigmatización,Boyacá,Funcionario Público,Sin especificar,Colombia
28/03/2017,Estigmatización,Arauca,Guerrilla,Sin especificar,Colombia
28/03/2017,Obstrucción al trabajo periodístico,Córdoba,Particular,Sin especificar,Colombia
29/03/2017,Amenaza,Guaviare,Desconocido,Sin especificar,Colombia
30/03/2017,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
30/03/2017,Amenaza,Caldas,Particular,Sin especificar,Colombia
1/04/2017,Estigmatización,Bogotá,Particular,Sin especificar,Colombia
2/04/2017,Obstrucción al trabajo periodístico,Cauca,Fuerza Pública,Sin especificar,Colombia
4/04/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
5/04/2017,Vigilancia,Bogotá,Desconocido,Sin especificar,Colombia
5/04/2017,Amenaza,Magdalena,Desconocido,Sin especificar,Colombia
6/04/2017,Amenaza,Guaviare,Guerrilla,Sin especificar,Colombia
6/04/2017,Acoso Judicial,Córdoba,Funcionario Público,Sin especificar,Colombia
6/04/2017,Amenaza,Cundinamarca,Particular,Sin especificar,Colombia
15/04/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
20/04/2017,Daño a la infraestructura,Valle del Cauca,Desconocido,Sin especificar,Colombia
20/04/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
22/04/2017,Amenaza,Santander,Desconocido,Sin especificar,Colombia
23/04/2017,Amenaza,Risaralda,Desconocido,Sin especificar,Colombia
25/04/2017,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
27/04/2017,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
27/04/2017,Obstrucción al trabajo periodístico,Tolima,Funcionario Público,Sin especificar,Colombia
28/04/2017,Obstrucción al trabajo periodístico,Cesar,Particular,Sin especificar,Colombia
29/04/2017,Amenaza,Santander,Funcionario Público,Sin especificar,Colombia
29/04/2017,Amenaza,Antioquia,Particular,Sin especificar,Colombia
29/04/2017,Amenaza,Risaralda,Bandas Criminales,Sin especificar,Colombia
2/05/2017,Amenaza,Antioquia,Bandas Criminales,Sin especificar,Colombia
9/05/2017,Agresión física,Cauca,Fuerza Pública,Sin especificar,Colombia
10/05/2017,Amenaza,Amazonas,Particular,Sin especificar,Colombia
11/05/2017,Estigmatización,Caquetá,Funcionario Público,Sin especificar,Colombia
11/05/2017,Amenaza,Chocó,Desconocido,Sin especificar,Colombia
11/05/2017,Obstrucción al trabajo periodístico,Chocó,Particular,Sin especificar,Colombia
11/05/2017,Daño a la infraestructura,Bogotá,Desconocido,Sin especificar,Colombia
12/05/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
13/05/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
14/05/2017,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
15/05/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
15/05/2017,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
15/05/2017,Amenaza,Magdalena,Desconocido,Sin especificar,Colombia
17/05/2017,Daño a la infraestructura,Cauca,Desconocido,Sin especificar,Colombia
22/05/2017,Estigmatización,Cauca,Funcionario Público,Sin especificar,Colombia
22/05/2017,Agresión física,Boyacá,Particular,Sin especificar,Colombia
25/05/2017,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
26/05/2017,Vigilancia,Bogotá,Fuerza Pública,Sin especificar,Colombia
28/05/2017,Daño a la infraestructura,Arauca,Desconocido,Sin especificar,Colombia
1/06/2017,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
1/06/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
1/06/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
3/06/2017,Estigmatización,Valle del Cauca,Fuerza Pública,Sin especificar,Colombia
6/06/2017,Estigmatización,Valle del Cauca,Particular,Sin especificar,Colombia
8/06/2017,Amenaza,Risaralda,Desconocido,Sin especificar,Colombia
9/06/2017,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
9/06/2017,Amenaza,Bogotá,Fuerza Pública,Sin especificar,Colombia
10/06/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
10/06/2017,Solicitud remoción bloqueo de contenidos,Cesar,Funcionario Público,Sin especificar,Colombia
13/06/2017,Obstrucción al trabajo periodístico,Casanare,Fuerza Pública,Sin especificar,Colombia
15/06/2017,Amenaza,Putumayo,Guerrilla,Sin especificar,Colombia
16/06/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
16/06/2017,Amenaza,Boyacá,Particular,Sin especificar,Colombia
17/06/2017,Secuestro,Norte de Santander,Guerrilla,Sin especificar,Colombia
17/06/2017,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
20/06/2017,Amenaza,Antioquia,Particular,Sin especificar,Colombia
21/06/2017,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
21/06/2017,Obstrucción al trabajo periodístico,Cauca,Funcionario Público,Sin especificar,Colombia
24/06/2017,Amenaza,Cauca,Desconocido,Sin especificar,Colombia
27/06/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
27/06/2017,Agresión física,Magdalena,Particular,Sin especificar,Colombia
28/06/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
1/07/2017,Detención ilegal y/o arbitraria,Cesar,Fuerza Pública,Sin especificar,Colombia
2/07/2017,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
5/07/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
5/07/2017,Obstrucción al trabajo periodístico,Cesar,Funcionario Público,Sin especificar,Colombia
6/07/2017,Acoso,Cesar,Funcionario Público,Sin especificar,Colombia
6/07/2017,Otras,Casanare,Particular,Sin especificar,Colombia
8/07/2017,Amenaza,Córdoba,Paramilitares,Sin especificar,Colombia
10/07/2017,Acoso,Caldas,Funcionario Público,Sin especificar,Colombia
12/07/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
12/07/2017,Daño a la infraestructura,Cauca,Funcionario Público,Sin especificar,Colombia
12/07/2017,Amenaza,Atlántico,Fuerza Pública,Sin especificar,Colombia
12/07/2017,Acciones arbitrarias en plataformas digitales,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
12/07/2017,Agresión física,Cauca,Particular,Sin especificar,Colombia
12/07/2017,Amenaza,Sucre,Desconocido,Sin especificar,Colombia
13/07/2017,Exclusión,Cauca,Funcionario Público,Sin especificar,Colombia
14/07/2017,Estigmatización,Tolima,Funcionario Público,Sin especificar,Colombia
14/07/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
15/07/2017,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
15/07/2017,Amenaza,Tolima,Particular,Sin especificar,Colombia
19/07/2017,Amenaza,Casanare,Desconocido,Sin especificar,Colombia
20/07/2017,Estigmatización,Meta,Fuerza Pública,Sin especificar,Colombia
20/07/2017,Acoso,Santander,Particular,Sin especificar,Colombia
24/07/2017,Agresión física,Cesar,Particular,Sin especificar,Colombia
27/07/2017,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
27/07/2017,Acoso Judicial,Norte de Santander,Funcionario Público,Sin especificar,Colombia
27/07/2017,Amenaza,Córdoba,Paramilitares,Sin especificar,Colombia
30/07/2017,Estigmatización,Antioquia,Funcionario Público,Sin especificar,Colombia
30/07/2017,Otras,Boyacá,Particular,Sin especificar,Colombia
30/07/2017,Amenaza,Bogotá,Particular,Sin especificar,Colombia
2/08/2017,Acoso Judicial,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
3/08/2017,Estigmatización,Caquetá,Funcionario Público,Sin especificar,Colombia
4/08/2017,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
8/08/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
8/08/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
10/08/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
10/08/2017,Amenaza,Norte de Santander,Particular,Sin especificar,Colombia
10/08/2017,Otras,Valle del Cauca,Particular,Sin especificar,Colombia
12/08/2017,Amenaza,Putumayo,Particular,Sin especificar,Colombia
13/08/2017,Amenaza,Valle del Cauca,Particular,Sin especificar,Colombia
14/08/2017,Amenaza,Bogotá,Particular,Sin especificar,Colombia
15/08/2017,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
15/08/2017,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
17/08/2017,Daño a la infraestructura,Cauca,Desconocido,Sin especificar,Colombia
17/08/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
18/08/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
18/08/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
20/08/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
22/08/2017,Espionaje o Invasión,Cesar,Funcionario Público,Sin especificar,Colombia
23/08/2017,Amenaza,Caquetá,Desconocido,Sin especificar,Colombia
23/08/2017,Otras,Caldas,Particular,Sin especificar,Colombia
23/08/2017,Acoso,Risaralda,Desconocido,Sin especificar,Colombia
23/08/2017,Acoso Judicial,Tolima,Particular,Sin especificar,Colombia
24/08/2017,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Sin especificar,Colombia
28/08/2017,Acoso,Antioquia,Funcionario Público,Sin especificar,Colombia
28/08/2017,Acoso Judicial,Sucre,Funcionario Público,Sin especificar,Colombia
30/08/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
30/08/2017,Acoso Judicial,Risaralda,Particular,Sin especificar,Colombia
30/08/2017,Obstrucción al trabajo periodístico,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
31/08/2017,Acoso Judicial,Caldas,Particular,Sin especificar,Colombia
1/09/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
2/09/2017,Acoso Judicial,Risaralda,Particular,Sin especificar,Colombia
2/09/2017,Amenaza,Magdalena,Desconocido,Sin especificar,Colombia
4/09/2017,Otras,Santander,Particular,Sin especificar,Colombia
4/09/2017,Obstrucción al trabajo periodístico,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
8/09/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
11/09/2017,Amenaza,Bogotá,Particular,Sin especificar,Colombia
11/09/2017,Daño a la infraestructura,Chocó,Desconocido,Sin especificar,Colombia
13/09/2017,Amenaza,Cundinamarca,Desconocido,Sin especificar,Colombia
14/09/2017,Estigmatización,Huila,Funcionario Público,Sin especificar,Colombia
18/09/2017,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
18/09/2017,Exclusión,Cundinamarca,Funcionario Público,Sin especificar,Colombia
18/09/2017,Otras,Sucre,Desconocido,Sin especificar,Colombia
19/09/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
20/09/2017,Amenaza,Valle del Cauca,Particular,Sin especificar,Colombia
21/09/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
22/09/2017,Amenaza,Atlántico,Desconocido,Sin especificar,Colombia
22/09/2017,Amenaza,Casanare,Funcionario Público,Sin especificar,Colombia
26/09/2017,Amenaza,Casanare,Particular,Sin especificar,Colombia
29/09/2017,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
2/10/2017,Amenaza,Risaralda,Desconocido,Sin especificar,Colombia
4/10/2017,Amenaza,Cauca,Desconocido,Sin especificar,Colombia
5/10/2017,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
8/10/2017,Agresión física,Nariño,Fuerza Pública,Sin especificar,Colombia
8/10/2017,Asesinato,Cauca,Fuerza Pública,Sin especificar,Colombia
10/10/2017,Amenaza,Arauca,Particular,Sin especificar,Colombia
12/10/2017,Agresión física,Bogotá,Particular,Sin especificar,Colombia
13/10/2017,Agresión física,Bogotá,Particular,Sin especificar,Colombia
13/10/2017,Amenaza,Magdalena,Particular,Sin especificar,Colombia
14/10/2017,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
14/10/2017,Acoso,Bogotá,Bandas Criminales,Sin especificar,Colombia
23/10/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
24/10/2017,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
24/10/2017,Amenaza,Bolívar,Particular,Sin especificar,Colombia
24/10/2017,Otras,Risaralda,Particular,Sin especificar,Colombia
25/10/2017,Daño a la infraestructura,Bogotá,Desconocido,Sin especificar,Colombia
26/10/2017,Acoso Judicial,Cauca,Funcionario Público,Sin especificar,Colombia
27/10/2017,Estigmatización,Tolima,Funcionario Público,Sin especificar,Colombia
29/10/2017,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
29/10/2017,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
31/10/2017,Amenaza,Bogotá,Particular,Sin especificar,Colombia
31/10/2017,Daño a la infraestructura,Cauca,Desconocido,Sin especificar,Colombia
1/11/2017,Agresión física,Cauca,Particular,Sin especificar,Colombia
1/11/2017,Acoso,Huila,Desconocido,Sin especificar,Colombia
1/11/2017,Robo o eliminación del material periodístico,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
2/11/2017,Obstrucción al trabajo periodístico,Magdalena,Particular,Sin especificar,Colombia
3/11/2017,Daño a la infraestructura,Cauca,Fuerza Pública,Sin especificar,Colombia
4/11/2017,Agresión física,Boyacá,Fuerza Pública,Sin especificar,Colombia
5/11/2017,Amenaza,Caquetá,Desconocido,Sin especificar,Colombia
10/11/2017,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
12/11/2017,Daño a la infraestructura,Magdalena,Desconocido,Sin especificar,Colombia
12/11/2017,Detención ilegal y/o arbitraria,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
14/11/2017,Acoso,Antioquia,Particular,Sin especificar,Colombia
15/11/2017,Amenaza,Bolívar,Particular,Sin especificar,Colombia
17/11/2017,Otras,Boyacá,Particular,Sin especificar,Colombia
20/11/2017,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
20/11/2017,Amenaza,Santander,Particular,Sin especificar,Colombia
22/11/2017,Obstrucción al trabajo periodístico,Risaralda,Funcionario Público,Sin especificar,Colombia
23/11/2017,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
23/11/2017,Amenaza,Guaviare,Guerrilla,Sin especificar,Colombia
25/11/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
26/11/2017,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
27/11/2017,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
27/11/2017,Acoso,Bogotá,Bandas Criminales,Sin especificar,Colombia
27/11/2017,Amenaza,Antioquia,Paramilitares,Sin especificar,Colombia
28/11/2017,Acoso,Valle del Cauca,Desconocido,Sin especificar,Colombia
29/11/2017,Obstrucción al trabajo periodístico,Magdalena,Funcionario Público,Sin especificar,Colombia
1/12/2017,Otras,Atlántico,Particular,Sin especificar,Colombia
5/12/2017,Amenaza,Arauca,Particular,Sin especificar,Colombia
6/12/2017,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
8/12/2017,Estigmatización,Tolima,Funcionario Público,Sin especificar,Colombia
12/12/2017,Amenaza,Valle del Cauca,Guerrilla,Sin especificar,Colombia
12/12/2017,Acoso Judicial,Valle del Cauca,Particular,Sin especificar,Colombia
13/12/2017,Otras,Santander,Fuerza Pública,Sin especificar,Colombia
17/12/2017,Tentativa de Homicidio,Santander,Funcionario Público,Sin especificar,Colombia
19/12/2017,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
20/12/2017,Amenaza,Guaviare,Paramilitares,Sin especificar,Colombia
22/12/2017,Acoso,Bogotá,Bandas Criminales,Sin especificar,Colombia
24/12/2017,Amenaza,Bolívar,Funcionario Público,Sin especificar,Colombia
24/12/2017,Agresión física,Caquetá,Funcionario Público,Sin especificar,Colombia
1/01/2018,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
1/01/2018,Amenaza,Caquetá,Desconocido,Sin especificar,Colombia
1/01/2018,Agresión física,Cauca,Fuerza Pública,Sin especificar,Colombia
1/01/2018,Otras,Cauca,Particular,Sin especificar,Colombia
1/01/2018,Amenaza,Nariño,Guerrilla,Sin especificar,Colombia
1/01/2018,Robo o eliminación del material periodístico,Cauca,Fuerza Pública,Sin especificar,Colombia
2/01/2018,Robo o eliminación del material periodístico,Bolívar,Particular,Sin especificar,Colombia
3/01/2018,Amenaza,Guaviare,Bandas Criminales,Sin especificar,Colombia
4/01/2018,Obstrucción al trabajo periodístico,Antioquia,Desconocido,Sin especificar,Colombia
8/01/2018,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
9/01/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
12/01/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
12/01/2018,Acoso Judicial,Risaralda,Particular,Sin especificar,Colombia
12/01/2018,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
13/01/2018,Acoso,Valle del Cauca,Guerrilla,Sin especificar,Colombia
13/01/2018,Robo o eliminación del material periodístico,Tolima,Desconocido,Sin especificar,Colombia
15/01/2018,Acoso,Arauca,Desconocido,Sin especificar,Colombia
17/01/2018,Amenaza,Chocó,Paramilitares,Sin especificar,Colombia
19/01/2018,Otras,Putumayo,Funcionario Público,Sin especificar,Colombia
22/01/2018,Exclusión,Tolima,Particular,Sin especificar,Colombia
23/01/2018,Acoso Judicial,Bolívar,Funcionario Público,Sin especificar,Colombia
24/01/2018,Amenaza,Tolima,Delincuencia Común,Sin especificar,Colombia
26/01/2018,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
28/01/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
29/01/2018,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Sin especificar,Colombia
31/01/2018,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
1/02/2018,Acoso Judicial,Bolívar,Funcionario Público,Sin especificar,Colombia
2/02/2018,Amenaza,Tolima,Bandas Criminales,Sin especificar,Colombia
2/02/2018,Amenaza,Córdoba,Paramilitares,Sin especificar,Colombia
4/02/2018,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
5/02/2018,Acoso,Cesar,Desconocido,Sin especificar,Colombia
5/02/2018,Obstrucción al trabajo periodístico,San Andrés y Providencia,Particular,Sin especificar,Colombia
6/02/2018,Estigmatización,Tolima,Funcionario Público,Sin especificar,Colombia
6/02/2018,Acoso,Bogotá,Bandas Criminales,Sin especificar,Colombia
6/02/2018,Estigmatización,Santander,Político,Sin especificar,Colombia
7/02/2018,Desplazamiento forzado,Antioquia,Bandas Criminales,Sin especificar,Colombia
7/02/2018,Exclusión,Antioquia,Funcionario Público,Sin especificar,Colombia
7/02/2018,Obstrucción al trabajo periodístico,Valle del Cauca,Particular,Sin especificar,Colombia
8/02/2018,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
10/02/2018,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
11/02/2018,Estigmatización,Bogotá,Político,Sin especificar,Colombia
11/02/2018,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
12/02/2018,Amenaza,Cesar,Particular,Sin especificar,Colombia
13/02/2018,Amenaza,Cesar,Bandas Criminales,Sin especificar,Colombia
13/02/2018,Acoso Judicial,Risaralda,Funcionario Público,Sin especificar,Colombia
13/02/2018,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
14/02/2018,Acoso,Arauca,Fuerza Pública,Sin especificar,Colombia
14/02/2018,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
14/02/2018,Detención ilegal y/o arbitraria,Bogotá,Fuerza Pública,Sin especificar,Colombia
15/02/2018,Amenaza,Chocó,Particular,Sin especificar,Colombia
15/02/2018,Amenaza,Tolima,Bandas Criminales,Sin especificar,Colombia
15/02/2018,Obstrucción al trabajo periodístico,Arauca,Fuerza Pública,Sin especificar,Colombia
17/02/2018,Amenaza,Risaralda,Particular,Sin especificar,Colombia
18/02/2018,Amenaza,Córdoba,Particular,Sin especificar,Colombia
19/02/2018,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
20/02/2018,Amenaza,Tolima,Delincuencia Común,Sin especificar,Colombia
20/02/2018,Otras,Tolima,Funcionario Público,Sin especificar,Colombia
21/02/2018,Exclusión,Quindío,Particular,Sin especificar,Colombia
22/02/2018,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
22/02/2018,Agresión física,Santander,Particular,Sin especificar,Colombia
23/02/2018,Obstrucción al trabajo periodístico,Caquetá,Fuerza Pública,Sin especificar,Colombia
25/02/2018,Amenaza,Tolima,Bandas Criminales,Sin especificar,Colombia
25/02/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
26/02/2018,Amenaza,Tolima,Funcionario Público,Sin especificar,Colombia
26/02/2018,Otras,Caquetá,Fuerza Pública,Sin especificar,Colombia
26/02/2018,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
26/02/2018,Amenaza,Tolima,Bandas Criminales,Sin especificar,Colombia
26/02/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
28/02/2018,Desplazamiento forzado,Antioquia,Bandas Criminales,Sin especificar,Colombia
28/02/2018,Estigmatización,Valle del Cauca,Político,Sin especificar,Colombia
1/03/2018,Amenaza,Cundinamarca,Desconocido,Sin especificar,Colombia
1/03/2018,Amenaza,Bogotá,Particular,Sin especificar,Colombia
2/03/2018,Agresión física,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
2/03/2018,Acoso Judicial,Cesar,Particular,Sin especificar,Colombia
2/03/2018,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
3/03/2018,Daño a la infraestructura,Putumayo,Desconocido,Sin especificar,Colombia
4/03/2018,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
